Codes,Area names,Region,Location,Total % 0-4,Total % 5-6,Total % 7-8,Total % 9-10,Total Average rating,0-4 CV,0-4 Lower limit,0-4 Upper limit,5-6 CV, 5-6 Lower limit,5-6 Upper limit,7-8 CV,7-8 Lower limit,7-8 Upper limit,9-10 CV,9-10 Lower limit,9-10 Upper limit,Total CV,Total Lower limit,Total Upper limit,Sample size
E08000030,,,Walsall,11.27,15.32,38.03,35.38,7.44,11.16,8.79,13.74,9.17,12.56,18.09,4.96,34.32,41.74,5.44,31.59,39.17,1.22,7.26,7.62,828
E08000031,,,Wolverhampton,7.67,23.2,45.83,23.31,7.14,14.29,5.51,9.82,7.37,19.83,26.56,4.19,42.06,49.6,6.52,20.32,26.29,1.09,6.98,7.29,1005
E08000032,,,Bradford ,10.37,19.11,36.66,33.87,7.28,12.01,7.92,12.82,8.2,16.02,22.19,5.16,32.94,40.37,5.5,30.2,37.53,1.23,7.11,7.46,770
E08000033,,,Calderdale,11.72,16.06,39.26,32.97,7.3,9.69,9.48,13.95,8.97,13.22,18.89,4.82,35.53,42.98,5.92,29.13,36.81,1.19,7.13,7.47,875
E08000034,,,Kirklees ,11.2,16.09,41.03,31.69,7.29,11.41,8.68,13.71,9.69,13.02,19.15,4.87,37.1,44.96,5.76,28.1,35.28,1.25,7.11,7.47,783
E08000035,,,Leeds ,12.42,18.61,39.96,29.02,7.14,8.56,10.33,14.5,6.61,16.19,21.02,3.8,36.97,42.95,5.27,26.01,32.02,1.03,6.99,7.28,1162
E08000036,,,Wakefield,11.89,19.18,37.55,31.38,7.2,11.03,9.31,14.47,7.72,16.27,22.09,4.75,34.04,41.06,5.61,27.92,34.84,1.2,7.02,7.37,894
E09000001,,,City of London,,0,,,7.24,0,0,0,99.06,0,0,48.07,-23.96,48.58,88.57,3.25,114.8,11.48,-3.32,17.8,5
E09000002,,,Barking and Dagenham,11.27,20.84,34.75,33.14,7.24,18.43,7.17,15.37,12,15.9,25.78,7.15,29.84,39.66,8.04,27.88,38.41,2.09,6.94,7.54,370
E09000003,,,Barnet,8.17,19.93,44.86,27.04,7.27,19.3,5.06,11.28,12.25,15.11,24.75,7,38.66,51.06,9.42,22.01,32.07,1.49,7.06,7.49,361
E09000004,,,Bexley,12.48,16.72,38.06,32.73,7.29,16.2,8.49,16.48,12.26,12.67,20.77,6.62,33.09,43.04,8.4,27.31,38.16,1.76,7.04,7.54,403
E09000005,,,Brent ,10.99,20.33,46.55,22.13,7.09,15.44,7.64,14.34,10.54,16.1,24.56,5.85,41.18,51.92,11.17,17.26,27,1.68,6.85,7.32,506
E09000006,,,Bromley,7.59,19.16,44.65,28.6,7.36,16.24,5.16,10.01,10.37,15.25,23.08,5.39,39.9,49.4,7.95,24.12,33.09,1.41,7.16,7.56,512
E09000007,,,Camden,8.33,22.2,42.41,27.05,7.22,16.65,5.59,11.06,11.23,17.29,27.12,6.56,36.93,47.9,9.29,22.1,32.01,1.45,7.01,7.42,470
E09000008,,,Croydon,10.88,17.18,36.95,34.98,7.39,17.8,7.06,14.71,13.38,12.64,21.72,7.28,31.64,42.27,7.39,29.87,40.09,1.94,7.1,7.67,400
E09000009,,,Ealing,14.7,23.86,33.23,28.21,6.92,15.47,10.21,19.19,10.77,18.78,28.93,8.2,27.85,38.61,9.71,22.8,33.62,2.5,6.58,7.26,377
E09000010,,,Enfield,6.69,17.16,48.38,27.76,7.41,20.51,4.07,9.31,11.82,13.3,21.03,6.24,43.03,53.74,9.33,23.06,32.45,1.31,7.22,7.6,378
E09000011,,,Greenwich,12.61,18.58,35.8,33.01,7.17,14.55,8.99,16.24,12.2,14.1,23.06,7.1,30.78,40.83,8.82,27.25,38.76,1.87,6.91,7.44,350
E09000012,,,Hackney ,13.27,19.05,39.01,28.67,7.07,14.32,9.52,17.02,11.25,14.82,23.28,7.26,33.43,44.6,8.84,23.67,33.66,1.93,6.8,7.34,466
E09000013,,,Hammersmith and Fulham ,12.45,20.18,41.23,26.13,7.09,19.25,7.73,17.18,10.68,15.93,24.43,6.58,35.88,46.58,9.75,21.11,31.16,2.15,6.79,7.39,480
E09000014,,,Haringey,10.61,22.27,40.88,26.24,7.05,15.97,7.26,13.95,12.9,16.6,27.95,7.78,34.6,47.16,10.23,20.94,31.54,1.7,6.81,7.29,395
E09000015,,,Harrow,10.48,15.22,46.1,28.19,7.35,14.82,7.42,13.54,10.49,12.07,18.37,5.59,41.03,51.18,8.47,23.49,32.9,1.38,7.15,7.56,518
E09000016,,,Havering,13.65,14.37,41.24,30.74,7.24,14.54,9.73,17.57,14,10.4,18.35,6.49,35.95,46.52,9.05,25.24,36.24,1.85,6.97,7.5,380
E09000017,,,Hillingdon,11.47,16.08,40.6,31.86,7.31,17.95,7.41,15.53,11.58,12.4,19.75,6.54,35.36,45.84,8.08,26.78,36.93,1.87,7.04,7.58,450
E09000018,,,Hounslow,9.48,16.03,36.05,38.45,7.56,17.04,6.29,12.67,14.61,11.4,20.65,7.72,30.55,41.54,7.8,32.53,44.37,1.86,7.28,7.84,400
E09000019,,,Islington,14.06,17.08,42.53,26.33,7.16,15.37,9.8,18.32,11.38,13.24,20.91,6.62,36.98,48.08,10.6,20.83,31.83,1.72,6.91,7.4,350
E09000020,,,Kensington and Chelsea,7.35,15.57,41.67,35.42,7.6,18.74,4.64,10.06,11.72,11.97,19.16,6.32,36.48,46.85,7.19,30.4,40.43,1.41,7.39,7.81,580
E09000021,,,Kingston upon Thames,10.69,16.82,47.1,25.39,7.18,15.24,7.47,13.91,12.99,12.51,21.14,5.75,41.74,52.45,9.84,20.45,30.32,1.68,6.94,7.42,410
E09000022,,,Lambeth ,10.62,19.32,44.09,25.97,7.17,16.88,7.08,14.15,11.55,14.91,23.73,5.98,38.89,49.29,10.5,20.59,31.36,1.8,6.91,7.42,407
E09000023,,,Lewisham ,10.19,21.22,39.77,28.83,7.13,16.26,6.92,13.46,11.3,16.48,25.95,6.92,34.34,45.2,8.75,23.84,33.81,1.72,6.88,7.37,405
E09000024,,,Merton,8.89,16.27,40.74,34.1,7.17,20.29,5.84,11.94,12.54,12.52,20.02,9.36,35.55,45.93,11.28,28.72,39.47,2.29,6.85,7.5,364
E09000025,,,Newham ,6.45,25.88,37.15,30.51,7.32,19.32,3.99,8.92,9.6,20.98,30.78,6.87,32.12,42.19,7.14,26.21,34.81,1.42,7.11,7.52,438
E09000026,,,Redbridge,9.47,19.78,39.15,31.6,7.36,15.23,6.62,12.31,11.16,15.42,24.14,6.49,34.13,44.17,8.42,26.36,36.85,1.66,7.11,7.6,461
E09000027,,,Richmond upon Thames,6.41,14.22,51.1,28.28,7.54,19.11,3.99,8.83,14.08,10.27,18.17,5.33,45.73,56.47,8.42,23.58,32.97,1.22,7.36,7.73,434
E09000028,,,Southwark,8.67,16.93,42.2,32.21,7.43,15.03,6.1,11.23,9.96,13.61,20.25,5.7,37.46,46.94,6.95,27.8,36.62,1.28,7.24,7.61,550
E09000029,,,Sutton,15.65,16.71,34.7,32.93,7.51,20.92,6.6,15.91,11.58,15.09,24.05,7.87,31.81,43.53,8.01,26.51,36.49,1.91,7.23,7.8,300
E09000030,,,Tower Hamlets,11.3,22.88,40.42,25.4,7.03,13.96,8.19,14.41,10.65,18.07,27.68,6.43,35.29,45.54,10.69,20.05,30.76,1.61,6.8,7.25,423
E09000031,,,Waltham Forest,10.29,16.05,37.88,35.78,7.42,19.39,6.35,14.24,17.12,10.61,21.48,8.92,31.19,44.56,9.23,29.25,42.31,2.07,7.11,7.72,320
E09000032,,,Wandsworth,7.74,19.14,50.69,22.44,7.39,19.17,4.81,10.67,12.91,14.26,24.02,6.68,43.99,57.38,12.98,16.68,28.2,1.49,7.17,7.61,360
E09000033,,,Westminster,10.53,20.41,46.92,22.14,7.41,15.35,7.35,13.72,9.9,16.43,24.38,6.26,41.13,52.71,9.91,17.82,26.46,1.44,7.2,7.62,550
E10000002,,Buckinghamshire,,8.85,17.02,45.87,28.26,7.36,12.24,6.72,10.99,8.47,14.19,19.86,4.2,42.08,49.65,6.12,24.86,31.66,1.08,7.21,7.52,817
E10000003,,Cambridgeshire,,8.19,16.72,39.79,35.3,7.51,13.86,5.96,10.42,9.43,13.62,19.82,4.88,35.98,43.61,5.49,31.49,39.12,1.14,7.34,7.67,841
E10000006,,Cumbria ,,9.72,17.27,40.16,32.84,7.44,13.08,7.22,12.22,9.34,14.1,20.44,4.46,36.64,43.69,5.76,29.12,36.56,1.2,7.26,7.61,905
E10000007,,Derbyshire,,8.84,15.95,39.56,35.66,7.51,10.85,6.96,10.73,8.51,13.28,18.61,4.54,36.03,43.08,4.92,32.21,39.1,1.03,7.36,7.66,970
E10000008,,Devon,,8.51,15.05,45.06,31.38,7.46,12.79,6.37,10.65,8.18,12.63,17.47,4.02,41.49,48.62,5.15,28.21,34.56,0.95,7.32,7.6,967
E10000009,,Dorset,,9.21,13.68,42.11,35,7.56,12.74,6.9,11.52,8.99,11.26,16.1,4.28,38.57,45.65,5.27,31.37,38.63,1.09,7.4,7.73,965
E10000011,,East Sussex,,11.92,15.6,38.17,34.31,7.33,10.15,9.54,14.3,8.73,12.92,18.27,4.88,34.51,41.83,5.25,30.76,37.85,1.22,7.15,7.51,886
E10000012,,Essex,,9.13,17.3,43.25,30.32,7.37,8.59,7.59,10.68,5.73,15.35,19.24,3.2,40.53,45.97,4.24,27.8,32.84,0.76,7.26,7.48,1706
E10000013,,Gloucestershire,,10.78,17.32,40.29,31.6,7.3,12.44,8.14,13.42,8.37,14.47,20.18,4.99,36.34,44.24,5.98,27.88,35.32,1.35,7.11,7.5,804
E10000014,,Hampshire,,8.11,16.35,41.16,34.38,7.48,9.85,6.54,9.68,6.51,14.26,18.44,3.31,38.48,43.83,3.73,31.86,36.9,0.79,7.37,7.6,1638
E10000015,,Hertfordshire ,,9.45,15.17,44.26,31.13,7.4,9.17,7.75,11.15,7.1,13.05,17.28,3.39,41.31,47.2,4.5,28.38,33.87,0.83,7.28,7.52,1410
E10000016,,Kent,,11.02,15.43,40.05,33.5,7.37,7.85,9.32,12.71,6.36,13.5,17.35,3.35,37.42,42.69,3.93,30.92,36.08,0.88,7.25,7.5,1811
E10000017,,Lancashire,,9.63,17.76,38.23,34.37,7.33,9.09,7.91,11.35,6.79,15.39,20.13,3.88,35.32,41.15,4.48,31.35,37.4,0.99,7.19,7.47,1429
E10000018,,Leicestershire,,7.11,17.79,38.38,36.72,7.58,12.07,5.42,8.8,8.22,14.91,20.66,4.4,35.06,41.71,4.66,33.35,40.08,0.97,7.44,7.73,889
E10000019,,Lincolnshire ,,11.32,16.04,38.5,34.14,7.34,10.05,9.09,13.56,8.04,13.5,18.57,4.62,35,41.99,4.85,30.89,37.4,1.14,7.18,7.51,1021
E10000020,,Norfolk ,,7.5,15.54,40.24,36.72,7.58,11.82,5.76,9.24,7.33,13.3,17.78,4.09,37.01,43.48,4.47,33.49,39.94,0.95,7.43,7.72,1246
E10000021,,Northamptonshire ,,11.48,17.88,37.85,32.79,7.24,10.54,9.1,13.86,8.19,15,20.76,4.9,34.2,41.5,5.41,29.3,36.28,1.28,7.06,7.42,852
E10000023,,North Yorkshire,,7.34,17.21,40.33,35.11,7.54,13.46,5.4,9.29,8.36,14.38,20.05,4.58,36.7,43.96,5.01,31.65,38.57,1.07,7.38,7.7,845
E10000024,,Nottinghamshire,,13.54,18.29,36.52,31.65,7.16,9.31,11.06,16.02,7.59,15.56,21.01,4.41,33.36,39.69,5.14,28.45,34.85,1.2,6.99,7.33,1067
E10000025,,Oxfordshire ,,10.43,19.33,40.86,29.37,7.22,13.62,7.64,13.23,9.48,15.73,22.94,5.51,36.43,45.29,6.73,25.48,33.26,1.2,7.05,7.39,778
E10000027,,Somerset ,,7.83,15.47,42.05,34.65,7.53,15.06,5.51,10.15,9.72,12.51,18.43,4.56,38.28,45.82,5.3,31.03,38.26,1.17,7.36,7.71,780
E10000028,,Staffordshire,,9.9,16.53,39.53,34.04,7.45,11.3,7.7,12.09,8.64,13.73,19.34,4.58,35.97,43.1,5.24,30.53,37.54,1.07,7.29,7.61,1000
E10000029,,Suffolk,,7.6,17.32,39.5,35.59,7.5,10.35,6.05,9.14,7.34,14.82,19.81,4.3,36.16,42.84,4.59,32.38,38.8,0.91,7.37,7.64,1077
E10000030,,Surrey,,7,17.56,42.4,33.05,7.51,11.21,5.46,8.54,6.82,15.2,19.91,3.52,39.46,45.33,4.39,30.19,35.9,0.81,7.39,7.63,1440
E10000031,,Warwickshire,,9.48,14.21,42.17,34.15,7.53,13.07,7.04,11.91,10.14,11.37,17.04,4.96,38.06,46.28,6.15,30.01,38.28,1.22,7.35,7.71,714
E10000032,,West Sussex,,7.64,16.22,38.74,37.4,7.61,11.66,5.89,9.39,8.49,13.51,18.93,4.38,35.4,42.07,4.52,34.08,40.72,0.92,7.48,7.75,998
E10000034,,Worcestershire,,8.47,19.16,40.89,31.48,7.39,12.37,6.41,10.53,8.04,16.13,22.19,4.9,36.95,44.83,6.1,27.7,35.26,1.18,7.21,7.56,821
E11000001,,Greater Manchester (Met County),,11.2,18.08,40.12,30.61,7.25,3.85,10.35,12.05,3.02,17,19.15,1.71,38.77,41.46,2.17,29.31,31.91,0.43,7.19,7.31,8728
E11000002,,Merseyside (Met County),,12.83,18.63,37.51,31.03,7.14,5.29,11.5,14.16,3.81,17.24,20.03,2.63,35.57,39.44,2.95,29.24,32.83,0.68,7.04,7.23,4501
E11000003,,South Yorkshire (Met County),,10.72,16.29,38.18,34.81,7.38,6.1,9.43,12,4.68,14.8,17.79,2.68,36.17,40.19,2.9,32.83,36.8,0.65,7.29,7.47,3420
E11000004,,Tyne and Wear (Met County),,11.94,17.64,39.19,31.22,7.24,4.83,10.81,13.07,4.27,16.17,19.12,2.36,37.38,41.01,2.9,29.45,33,0.61,7.15,7.32,4506
E11000005,,West Midlands (Met County),,10.14,17.69,41.06,31.12,7.31,5.49,9.05,11.23,3.68,16.41,18.96,2.12,39.35,42.76,2.77,29.43,32.81,0.57,7.23,7.4,6146
E11000006,,West Yorkshire (Met County),,10.76,18.91,38.63,31.7,7.26,5.24,9.66,11.87,3.96,17.44,20.38,2.32,36.87,40.39,2.69,30.03,33.37,0.56,7.18,7.34,4370
E12000001,NORTH EAST,,,12.16,18.78,38.59,30.47,7.18,3.49,11.33,12.99,2.79,17.75,19.81,1.58,37.39,39.79,2.01,29.27,31.67,0.43,7.12,7.24,10715
E12000002,NORTH WEST ,,,11.44,18.97,38.44,31.15,7.23,2.6,10.86,12.02,1.95,18.24,19.7,1.2,37.53,39.34,1.43,30.28,32.02,0.3,7.18,7.27,19942
E12000003,YORKSHIRE AND THE HUMBER,,,10.79,16.96,38.53,33.72,7.34,3.24,10.1,11.47,2.45,16.15,17.78,1.4,37.47,39.59,1.59,32.66,34.77,0.35,7.29,7.39,13228
E12000004,EAST MIDLANDS,,,10.93,17.66,38.35,33.07,7.32,3.91,10.09,11.76,2.89,16.66,18.66,1.72,37.06,39.64,1.95,31.8,34.33,0.43,7.26,7.39,8137
E12000005,WEST MIDLANDS,,,8.61,17.59,41.72,32.08,7.43,3.77,7.97,9.25,2.64,16.68,18.5,1.49,40.51,42.94,1.82,30.93,33.22,0.34,7.38,7.48,11940
E12000006,EAST,,,9.66,17.02,40.96,32.36,7.37,3.65,8.97,10.35,2.73,16.11,17.93,1.5,39.76,42.16,1.81,31.21,33.51,0.36,7.31,7.42,10117
E12000007,LONDON,,,11.17,19.48,40.16,29.2,7.19,2.86,10.54,11.79,2.04,18.7,20.26,1.22,39.19,41.12,1.67,28.25,30.16,0.33,7.14,7.23,14031
E12000008,SOUTH EAST,,,9.87,17.34,40.57,32.21,7.35,3.11,9.27,10.47,2.22,16.59,18.1,1.21,39.61,41.54,1.41,31.32,33.1,0.3,7.31,7.4,18430
E12000009,SOUTH WEST,,,10.24,17.43,40.09,32.25,7.34,3.48,9.54,10.93,2.48,16.58,18.28,1.4,38.99,41.19,1.7,31.18,33.32,0.34,7.29,7.39,13257
E13000001,,Inner London,,9.94,18.56,41.43,30.08,7.29,4.67,9.03,10.84,3.43,17.32,19.81,1.91,39.88,42.98,2.47,28.62,31.53,0.47,7.22,7.35,5865
E13000002,,Outer London,,9.3,17.54,42.56,30.6,7.35,4.21,8.53,10.07,2.79,16.59,18.5,1.61,41.21,43.9,2.11,29.34,31.86,0.39,7.29,7.4,7914
E92000001,ENGLAND,,,9.71,17.23,40.66,32.39,7.37,1.16,9.49,9.93,0.83,16.95,17.52,0.46,40.29,41.03,0.56,32.04,32.75,0.11,7.36,7.39,120709
K02000001,UNITED KINGDOM,,,8.93,16.68,40.28,34.11,7.46,1.07,8.75,9.12,0.76,16.43,16.93,0.41,39.95,40.61,0.48,33.78,34.43,0.1,7.45,7.47,165160
N09000001,,,Antrim and Newtownabbey,,,,,7.99,,,,,,,,,,,,,1.91,7.68,8.29,150
N09000002,,,"Armagh, Banbridge and Craigavon",,,,,8.04,,,,,,,,,,,,,1.77,7.76,8.33,290
N09000003,,,Belfast,9.59,17.38,41.46,31.57,7.35,19.32,5.94,13.25,12.88,12.97,21.8,6.03,36.52,46.39,8.3,26.4,36.73,1.6,7.12,7.58,490
N09000004,,,Causeway Coast and Glens,,,,,7.92,,,,,,,,,,,,,1.79,7.64,8.2,210
N09000005,,,Derry and Strabane,,,,,7.48,,,,,,,,,,,,,2.22,7.15,7.81,210
N09000006,,,Fermanagh and Omagh,,,,,8.26,,,,,,,,,,,,,2.07,7.92,8.6,180
N09000007,,,Lisburn and Castlereagh,,,,,7.69,,,,,,,,,,,,,2.31,7.33,8.05,180
N09000008,,,Mid and East Antrim,,,,,8.03,,,,,,,,,,,,,1.72,7.76,8.31,210
N09000009,,,Mid Ulster,,,,,7.91,,,,,,,,,,,,,1.98,7.59,8.22,190
N09000010,,,"Newry, Mourne and Down",,,,,7.84,,,,,,,,,,,,,1.61,7.59,8.09,240
N09000011,,,North Down and Ards,,,,,7.32,,,,,,,,,,,,,2.73,6.92,7.72,200
N92000002,NORTHERN IRELAND5,,,6.76,14.66,37.57,41,7.75,9.22,5.54,7.99,5.62,13.04,16.28,3.03,35.34,39.81,2.83,38.72,43.28,0.6,7.66,7.84,2540
S12000005,,,Clackmannanshire,9.77,17.89,35.22,37.13,7.41,21.29,6.01,13.52,14.41,12.5,23.28,8.11,29.02,41.42,9.43,30.11,44.15,1.98,7.12,7.7,288
S12000006,,,Dumfries and Galloway,11.17,15,39.95,33.88,7.33,12.15,8.5,13.84,9.33,12.25,17.76,4.94,36.07,43.83,5.81,30.01,37.74,1.3,7.14,7.52,874
S12000008,,,East Ayrshire,13.32,19.21,36.08,31.4,7.09,10.84,10.48,16.16,9.21,15.73,22.69,5.89,31.89,40.26,6.48,27.4,35.4,1.51,6.88,7.3,779
S12000009,,,East Dunbartonshire,7.17,20.23,43.28,29.31,7.37,14.15,5.18,9.17,8.48,16.85,23.61,4.59,39.38,47.19,6.16,25.76,32.87,1.16,7.2,7.54,742
S12000010,,,East Lothian,10.27,16.02,41.27,32.44,7.38,13.48,7.54,12.99,9.57,13.01,19.04,5.7,36.64,45.9,7.01,27.96,36.92,1.3,7.19,7.57,662
S12000011,,,East Renfrewshire,8.54,17.8,45.31,28.36,7.29,13.42,6.28,10.79,8.76,14.73,20.87,5.13,40.74,49.88,6.68,24.63,32.09,1.11,7.13,7.45,709
S12000013,,,Eilean Siar,,,,,8.02,28.47,1.42,5.87,15.17,10.56,23.86,8.69,27.84,42.14,7.5,36.89,51.41,1.54,7.77,8.26,267
S12000014,,,Falkirk,8.91,17.85,46.1,27.14,7.26,12.58,6.71,11.11,7.8,15.11,20.59,4.38,42.13,50.08,6.83,23.49,30.78,1.21,7.09,7.43,851
S12000015,,,Fife,12.98,17.93,38.63,30.47,7.13,10.38,10.33,15.62,8.02,15.1,20.76,5.17,34.7,42.55,6.21,26.75,34.19,1.36,6.94,7.32,835
S12000017,,,Highland,7.55,15.87,37.4,39.18,7.65,13.65,5.52,9.57,8.29,13.28,18.46,5.04,33.69,41.11,4.82,35.47,42.89,1.07,7.49,7.81,857
S12000018,,,Inverclyde,12.97,16.83,36.66,33.53,7.24,11.21,10.11,15.83,8.9,13.88,19.78,12.23,32.85,40.48,6.1,29.51,37.56,1.48,7.03,7.45,739
S12000019,,,Midlothian,11.97,15.99,42.38,29.67,7.27,15.3,8.36,15.57,11.14,12.48,19.49,6.22,37.19,47.58,7.87,25.07,34.27,1.56,7.04,7.49,565
S12000020,,,Moray,8.35,19.81,38.89,32.95,7.45,12.23,6.34,10.36,8.42,16.53,23.09,5.34,34.8,42.97,6.06,29.02,36.88,1.09,7.29,7.61,776
S12000021,,,North Ayrshire,11.8,17.29,35.82,35.09,7.3,11.24,9.19,14.41,8.14,14.52,20.06,5.46,31.97,39.66,5.92,31.01,39.18,1.29,7.12,7.49,853
S12000023,,,Orkney Islands,,,,,8.06,34.89,1.64,8.47,22.22,4.69,12.89,11.15,37.95,54.53,9.29,32.16,47.68,1.63,7.8,8.32,190
S12000024,,,Perth and Kinross,8.67,14.39,41.26,35.67,7.59,12,6.63,10.72,8.83,11.89,16.89,4.76,37.4,45.13,5.15,32.06,39.29,1,7.45,7.74,928
S12000026,,,Scottish Borders ,7.54,17.03,41.35,34.08,7.52,12.61,5.67,9.41,8.8,14.08,19.97,4.41,37.77,44.94,5.44,30.44,37.72,1.09,7.36,7.68,901
S12000027,,,Shetland Islands,,,,,7.78,31.91,1.78,9.76,22.51,6.48,19.07,11.21,28.5,43.74,10.66,36.77,53.89,2.58,7.38,8.18,160
S12000028,,,South Ayrshire,10.91,19.37,38.22,31.5,7.28,11.22,8.5,13.32,8.45,16.15,22.59,4.57,34.79,41.66,6,27.78,35.21,1.35,7.09,7.47,829
S12000029,,,South Lanarkshire,12.52,18.36,39.4,29.72,7.14,9.98,10.06,14.98,8.5,15.29,21.43,4.73,35.73,43.06,6.13,26.14,33.3,1.31,6.96,7.33,777
S12000030,,,Stirling,8.93,14.23,42.12,34.72,7.56,15.39,6.22,11.63,11.51,11,17.46,5.01,37.96,46.27,6.72,30.13,39.32,1.24,7.37,7.74,610
S12000033,,,Aberdeen City,9.09,14.74,44.39,31.78,7.43,15.63,6.29,11.89,11.53,11.4,18.08,5.71,39.4,49.37,8.97,26.18,37.39,1.4,7.22,7.63,761
S12000034,,,Aberdeenshire,7.59,13.89,42.79,35.72,7.64,14.39,5.44,9.75,11.7,10.69,17.09,5.19,38.42,47.17,5.89,31.58,39.86,1.15,7.47,7.81,630
S12000035,,,Argyll and Bute,8.64,12.51,40.21,38.63,7.68,12.9,6.45,10.83,9.53,10.17,14.86,4.29,36.82,43.6,4.5,35.21,42.05,1.08,7.51,7.84,890
S12000036,,,City of Edinburgh,7.86,15.16,45.43,31.56,7.48,14.96,5.55,10.18,9.71,12.26,18.05,4.66,41.26,49.59,6.47,27.54,35.57,1.08,7.32,7.64,739
S12000038,,,Renfrewshire,8.68,16.74,40.69,33.89,7.47,12.56,6.53,10.82,8.87,13.82,19.66,5.02,36.67,44.71,5.96,29.92,37.86,1.14,7.3,7.64,801
S12000039,,,West Dunbartonshire,11.83,20.39,40.24,27.54,7.1,9.84,9.54,14.12,7.71,17.3,23.49,4.81,36.44,44.05,6.43,24.05,31.02,1.3,6.91,7.28,836
S12000040,,,West Lothian,8.64,13.81,48.86,28.69,7.46,14.02,6.26,11.03,10.56,10.94,16.68,4.48,44.56,53.16,6.64,24.94,32.44,1.13,7.29,7.62,738
S12000041,,,Angus,9.18,15.21,38.35,37.27,7.6,17.64,5.99,12.37,10.88,11.95,18.47,6.65,33.33,43.37,7.84,31.52,43.01,1.63,7.36,7.85,680
S12000042,,,Dundee City,13.22,18.01,39.75,29.02,7.11,11.51,10.23,16.21,9.28,14.72,21.3,6.01,35.05,44.44,6.83,25.13,32.91,1.53,6.9,7.32,916
S12000043,,,Glasgow City,13.89,19.46,39.06,27.59,6.99,9.68,11.25,16.53,8.44,16.23,22.69,4.69,35.46,42.66,6.21,24.22,30.96,1.34,6.81,7.18,868
S12000044,,,North Lanarkshire,13.07,17.95,37.03,31.95,7.18,9.85,10.53,15.6,8.43,14.97,20.93,5.23,33.23,40.84,6.12,28.11,35.8,1.3,6.99,7.36,881
S12000045,,,East Dunbartonshire,8.28,13.64,40.96,37.12,7.62,14.38,5.94,10.63,10.23,10.89,16.38,5.18,36.79,45.13,5.46,33.13,41.1,1.09,7.46,7.78,760
S12000046,,,Glasgow City,9.89,23.34,37.68,29.09,7.17,12.76,7.4,12.37,9.53,18.96,27.72,6.02,33.22,42.15,7.02,25.07,33.11,1.33,6.98,7.36,630
S92000003,SCOTLAND,,,9.16,16.9,39.75,34.19,7.45,2.9,8.64,9.68,2.35,16.13,17.68,1.18,38.83,40.67,1.32,33.31,35.08,0.27,7.41,7.49,22760
W06000001,,,Isle of Anglesey / Ynys Môn,7.91,15.88,34.88,41.32,7.64,11.49,6.13,9.7,7.98,13.39,18.37,4.78,31.61,38.16,4.23,37.89,44.76,0.99,7.49,7.79,1060
W06000002,,,Gwynedd / Gwynedd,7.82,13.81,44.36,34.02,7.57,12.96,5.82,9.81,9.36,11.27,16.35,4.25,40.65,48.07,5.4,30.4,37.63,0.99,7.42,7.72,830
W06000003,,,Conwy / Conwy,9.09,16.22,41.25,33.43,7.46,11.5,7.03,11.15,8.25,13.59,18.85,4.24,37.82,44.69,5.22,30.01,36.86,1.09,7.3,7.62,967
W06000004,,,Denbighshire / Sir Ddinbych,8.76,17.78,38.48,34.98,7.48,12.4,6.63,10.9,7.77,15.06,20.5,4.42,35.14,41.83,4.51,31.88,38.08,0.96,7.34,7.63,1034
W06000005,,,Flintshire / Sir y Fflint,9.8,14.4,41.24,34.56,7.47,13.21,7.26,12.35,10.55,11.41,17.39,4.77,37.37,45.11,5.89,30.55,38.56,1.28,7.28,7.65,880
W06000006,,,Wrexham / Wrecsam,14.65,17.11,33.82,34.41,7.22,11.69,11.28,18.03,8.49,14.25,19.97,6.11,29.76,37.89,5.79,30.49,38.33,1.57,7,7.45,745
W06000008,,,Ceredigion / Ceredigion,8.54,15.65,44.28,31.53,7.41,12.98,6.36,10.72,9.35,12.77,18.53,5.66,39.35,49.21,7,27.18,35.87,1.18,7.24,7.58,792
W06000009,,,Pembrokeshire / Sir Benfro,8.83,18.17,39.85,33.16,7.4,10.88,6.94,10.72,7.52,15.48,20.85,4.61,36.23,43.46,5.26,29.73,36.59,1.04,7.24,7.55,968
W06000010,,,Carmarthenshire / Sir Gaerfyrddin,11.25,18.51,41.8,28.44,7.15,11.05,8.8,13.69,7.37,15.83,21.2,4.65,37.98,45.62,5.99,25.09,31.79,1.17,6.99,7.32,906
W06000011,,,Swansea / Abertawe,8.54,16.71,43.42,31.34,7.41,13.72,6.24,10.85,8.66,13.86,19.55,4.35,39.7,47.13,5.54,27.92,34.75,1.23,7.23,7.59,910
W06000012,,,Neath Port Talbot / Castell-nedd Port Talbot,11.64,16.77,35.03,36.56,7.38,10.71,9.19,14.09,7.94,14.15,19.39,5.67,31.12,38.94,5.45,32.64,40.47,1.26,7.2,7.56,886
W06000013,,,Bridgend / Pen-y-bont ar Ogwr,10.15,19.05,40.43,30.37,7.26,10.6,8.03,12.27,8.4,15.9,22.2,4.83,36.59,44.27,6.07,26.74,34,1.19,7.09,7.43,869
W06000014,,,The Vale of Glamorgan / Bro Morgannwg,9.72,17.31,39.25,33.72,7.43,11.51,7.52,11.92,7.98,14.6,20.03,4.82,35.53,42.97,5.25,30.24,37.2,1.16,7.26,7.6,961
W06000015,,,Cardiff / Caerdydd,8.16,18.43,42.59,30.81,7.39,13.35,6.02,10.31,9.29,15.06,21.79,7.61,36.22,48.97,9.47,25.08,36.55,1.23,7.21,7.57,892
